date, LordAro, _46, Taneb, bjs, icydoge, liamfraser, Speed`, sdhand, ddm, nitia, is_term_time
2015-05-26, 173, 69, 51, 0, 36, 244, 74, 0, 0, 19, 1
2015-05-27, 67, 71, 50, 0, 28, 214, 47, 0, 0, 4, 1
2015-05-28, 31, 132, 34, 0, 106, 117, 57, 0, 0, 6, 1
2015-05-29, 67, 94, 26, 0, 46, 120, 53, 0, 0, 5, 1
2015-05-30, 71, 155, 85, 0, 6, 70, 116, 0, 0, 41, 1
2015-05-31, 136, 44, 26, 0, 29, 79, 134, 0, 0, 1, 1
2015-06-01, 162, 138, 78, 0, 34, 72, 65, 0, 0, 12, 1
2015-06-02, 81, 84, 5, 0, 52, 68, 14, 0, 0, 16, 1
2015-06-03, 78, 100, 64, 0, 29, 8, 25, 0, 0, 38, 1
2015-06-04, 48, 41, 24, 0, 35, 63, 21, 0, 0, 12, 1
2015-06-05, 116, 38, 68, 0, 18, 55, 71, 0, 0, 0, 1
2015-06-06, 81, 5, 72, 0, 38, 33, 29, 0, 0, 7, 1
2015-06-07, 80, 2, 23, 0, 24, 29, 29, 0, 0, 7, 1
2015-06-08, 107, 36, 109, 0, 30, 58, 52, 0, 0, 5, 1
2015-06-09, 50, 59, 88, 0, 13, 32, 50, 0, 0, 5, 1
2015-06-10, 44, 59, 15, 0, 19, 35, 15, 0, 0, 7, 1
2015-06-11, 94, 31, 58, 0, 37, 54, 62, 0, 0, 2, 1
2015-06-12, 74, 11, 14, 0, 36, 76, 18, 0, 0, 2, 1
2015-06-13, 49, 38, 40, 0, 5, 29, 4, 0, 0, 0, 1
2015-06-14, 51, 50, 40, 0, 21, 43, 4, 0, 0, 1, 1
2015-06-15, 60, 43, 19, 0, 51, 32, 9, 0, 0, 14, 1
2015-06-16, 102, 30, 44, 20, 4, 78, 0, 0, 0, 1, 1
2015-06-17, 112, 23, 80, 125, 88, 62, 5, 0, 0, 38, 1
2015-06-18, 53, 60, 60, 36, 10, 35, 9, 0, 0, 0, 1
2015-06-19, 111, 70, 49, 43, 7, 62, 12, 0, 0, 4, 1
2015-06-20, 33, 44, 40, 59, 60, 0, 7, 0, 0, 1, 0
2015-06-21, 35, 11, 47, 11, 3, 0, 10, 0, 0, 0, 0
2015-06-22, 44, 60, 11, 32, 22, 92, 45, 0, 0, 0, 0
2015-06-23, 46, 33, 26, 45, 13, 52, 18, 0, 0, 2, 0
2015-06-24, 44, 73, 35, 15, 0, 35, 10, 0, 0, 1, 0
2015-06-25, 51, 54, 33, 37, 4, 40, 11, 0, 0, 0, 0
2015-06-26, 59, 28, 7, 121, 37, 14, 0, 0, 0, 6, 0
2015-06-27, 81, 52, 0, 52, 17, 14, 15, 0, 0, 0, 0
2015-06-28, 41, 17, 0, 17, 25, 4, 6, 0, 0, 2, 0
2015-06-29, 105, 27, 0, 38, 2, 25, 22, 0, 0, 16, 0
2015-06-30, 113, 70, 113, 90, 70, 50, 13, 0, 0, 11, 0
2015-07-01, 102, 53, 92, 135, 47, 30, 37, 0, 0, 1, 0
2015-07-02, 96, 29, 100, 43, 42, 0, 15, 0, 0, 10, 0
2015-07-03, 90, 58, 110, 45, 11, 0, 6, 0, 0, 0, 0
2015-07-04, 67, 36, 8, 47, 12, 0, 3, 0, 0, 8, 0
2015-07-05, 89, 61, 73, 33, 8, 0, 10, 0, 0, 3, 0
2015-07-06, 112, 77, 89, 57, 27, 0, 35, 0, 0, 0, 0
2015-07-07, 128, 70, 27, 39, 12, 0, 15, 0, 0, 0, 0
2015-07-08, 120, 42, 40, 74, 24, 0, 11, 0, 0, 0, 0
2015-07-09, 57, 38, 33, 28, 7, 26, 11, 0, 0, 0, 0
2015-07-10, 70, 29, 12, 53, 8, 20, 38, 0, 0, 2, 0
2015-07-11, 121, 8, 44, 12, 18, 0, 6, 0, 0, 2, 0
2015-07-12, 62, 5, 36, 53, 1, 0, 22, 0, 0, 4, 0
2015-07-13, 256, 20, 44, 87, 12, 43, 25, 0, 0, 2, 0
2015-07-14, 173, 42, 63, 58, 2, 11, 16, 0, 0, 0, 0
2015-07-15, 144, 8, 58, 12, 0, 67, 3, 0, 0, 0, 0
2015-07-16, 71, 0, 44, 12, 8, 43, 5, 0, 0, 0, 0
2015-07-17, 110, 34, 91, 7, 0, 32, 17, 0, 0, 0, 0
2015-07-18, 42, 5, 4, 4, 0, 0, 0, 0, 0, 0, 0
2015-07-19, 99, 12, 19, 0, 24, 0, 10, 0, 0, 0, 0
2015-07-20, 236, 34, 132, 6, 3, 4, 23, 0, 0, 0, 0
2015-07-21, 103, 36, 58, 47, 9, 55, 37, 0, 0, 0, 0
2015-07-22, 138, 25, 75, 3, 11, 9, 5, 0, 0, 0, 0
2015-07-23, 134, 70, 149, 30, 9, 4, 0, 0, 0, 3, 0
2015-07-24, 66, 42, 61, 13, 47, 58, 13, 0, 0, 0, 0
2015-07-25, 42, 65, 34, 40, 0, 0, 14, 0, 0, 0, 0
2015-07-26, 86, 13, 40, 1, 5, 4, 3, 0, 0, 1, 0
2015-07-27, 98, 24, 94, 0, 16, 38, 4, 0, 0, 0, 0
2015-07-28, 123, 62, 145, 15, 26, 11, 11, 0, 0, 0, 0
2015-07-29, 176, 55, 54, 15, 0, 33, 60, 0, 0, 0, 0
2015-07-30, 78, 56, 62, 90, 5, 52, 15, 0, 0, 0, 0
2015-07-31, 84, 55, 78, 0, 19, 38, 5, 0, 0, 0, 0
2015-08-01, 82, 6, 31, 3, 8, 0, 58, 0, 0, 0, 0
2015-08-02, 193, 33, 83, 0, 2, 3, 49, 0, 0, 0, 0
2015-08-03, 156, 86, 34, 7, 9, 95, 23, 0, 0, 0, 0
2015-08-04, 81, 60, 179, 9, 0, 23, 60, 0, 0, 1, 0
2015-08-05, 150, 55, 87, 12, 0, 50, 2, 0, 0, 0, 0
2015-08-06, 121, 57, 128, 42, 120, 21, 40, 0, 0, 0, 0
2015-08-07, 112, 29, 70, 0, 17, 38, 22, 0, 0, 0, 0
2015-08-08, 92, 12, 29, 0, 10, 4, 14, 0, 0, 0, 0
2015-08-09, 85, 19, 23, 5, 6, 0, 14, 0, 0, 0, 0
2015-08-10, 44, 29, 0, 12, 11, 10, 2, 0, 0, 6, 0
2015-08-11, 176, 6, 81, 93, 51, 0, 20, 0, 0, 0, 0
2015-08-12, 111, 69, 62, 0, 44, 6, 13, 0, 0, 0, 0
2015-08-13, 48, 63, 83, 27, 13, 17, 33, 0, 0, 14, 0
2015-08-14, 208, 12, 186, 21, 1, 0, 16, 0, 0, 0, 0
2015-08-15, 86, 19, 63, 9, 5, 0, 30, 0, 0, 0, 0
2015-08-16, 111, 21, 143, 0, 4, 3, 4, 0, 0, 0, 0
2015-08-17, 111, 35, 97, 0, 11, 9, 8, 0, 0, 0, 0
2015-08-18, 132, 80, 66, 12, 22, 37, 15, 0, 0, 0, 0
2015-08-19, 77, 72, 18, 40, 9, 30, 19, 0, 0, 0, 0
2015-08-20, 115, 46, 16, 0, 19, 32, 13, 0, 0, 0, 0
2015-08-21, 89, 82, 32, 1, 16, 7, 29, 0, 0, 0, 0
2015-08-22, 41, 27, 0, 4, 3, 20, 9, 0, 0, 0, 0
2015-08-23, 50, 18, 0, 0, 2, 16, 3, 0, 0, 0, 0
2015-08-24, 110, 65, 158, 13, 35, 19, 19, 0, 0, 0, 0
2015-08-25, 103, 54, 180, 7, 14, 3, 0, 0, 0, 0, 0
2015-08-26, 69, 49, 146, 0, 22, 14, 4, 0, 0, 0, 0
2015-08-27, 82, 42, 50, 4, 18, 7, 7, 0, 0, 11, 0
2015-08-28, 108, 61, 115, 78, 14, 41, 64, 0, 0, 9, 0
2015-08-29, 64, 30, 4, 50, 10, 0, 0, 0, 0, 2, 0
2015-08-30, 148, 10, 57, 8, 27, 37, 0, 0, 0, 4, 0
2015-08-31, 130, 10, 31, 35, 9, 0, 0, 0, 0, 43, 0
2015-09-01, 99, 60, 21, 48, 67, 32, 45, 0, 0, 17, 0
2015-09-02, 105, 64, 43, 19, 5, 54, 19, 0, 0, 2, 0
2015-09-03, 72, 28, 62, 2, 54, 37, 24, 0, 0, 55, 0
2015-09-04, 69, 65, 35, 23, 7, 82, 48, 0, 0, 15, 0
2015-09-05, 66, 14, 18, 56, 27, 78, 8, 0, 0, 9, 0
2015-09-06, 50, 64, 108, 80, 6, 19, 2, 0, 0, 2, 0
2015-09-07, 86, 36, 161, 101, 54, 80, 62, 0, 0, 0, 0
2015-09-08, 94, 12, 91, 17, 2, 77, 46, 0, 0, 1, 0
2015-09-09, 94, 68, 99, 95, 58, 90, 7, 0, 0, 0, 0
2015-09-10, 85, 37, 128, 23, 31, 33, 24, 0, 0, 2, 0
2015-09-11, 183, 46, 60, 26, 17, 50, 12, 0, 0, 5, 0
2015-09-12, 133, 12, 54, 29, 28, 118, 16, 0, 0, 0, 0
2015-09-13, 128, 11, 80, 38, 29, 77, 30, 0, 0, 3, 0
2015-09-14, 150, 40, 49, 16, 12, 54, 21, 0, 0, 14, 0
2015-09-15, 83, 28, 9, 25, 23, 82, 68, 0, 0, 6, 0
2015-09-16, 98, 54, 42, 18, 11, 60, 17, 0, 0, 3, 0
2015-09-17, 203, 28, 26, 53, 21, 117, 18, 0, 0, 17, 0
2015-09-18, 110, 47, 8, 46, 4, 27, 3, 0, 0, 45, 0
2015-09-19, 138, 30, 32, 12, 2, 42, 0, 0, 0, 5, 0
2015-09-20, 166, 35, 30, 28, 0, 18, 0, 0, 0, 1, 0
2015-09-21, 224, 81, 100, 46, 56, 89, 66, 0, 0, 8, 0
2015-09-22, 160, 57, 121, 112, 26, 87, 45, 0, 0, 8, 0
2015-09-23, 115, 61, 123, 44, 8, 135, 30, 0, 0, 17, 0
2015-09-24, 92, 85, 176, 77, 52, 72, 6, 0, 0, 6, 0
2015-09-25, 121, 47, 50, 81, 41, 147, 69, 0, 0, 4, 0
2015-09-26, 16, 15, 12, 82, 8, 21, 28, 0, 0, 7, 0
2015-09-27, 160, 26, 16, 19, 65, 145, 52, 0, 0, 13, 0
2015-09-28, 74, 25, 55, 115, 53, 139, 97, 0, 0, 29, 1
2015-09-29, 66, 38, 42, 50, 52, 93, 79, 0, 0, 4, 1
2015-09-30, 115, 65, 110, 34, 45, 52, 47, 0, 0, 1, 1
2015-10-01, 109, 42, 18, 113, 33, 55, 64, 0, 0, 2, 1
2015-10-02, 158, 34, 84, 101, 93, 75, 73, 0, 0, 8, 1
2015-10-03, 115, 7, 19, 64, 66, 55, 41, 0, 0, 15, 1
2015-10-04, 86, 10, 9, 51, 36, 39, 7, 0, 0, 3, 1
2015-10-05, 243, 97, 111, 349, 84, 44, 42, 0, 0, 62, 1
2015-10-06, 170, 78, 127, 301, 32, 92, 89, 0, 0, 27, 1
2015-10-07, 144, 37, 82, 47, 67, 77, 41, 0, 0, 7, 1
2015-10-08, 140, 67, 44, 203, 136, 24, 34, 0, 0, 11, 1
2015-10-09, 155, 16, 78, 85, 54, 3, 26, 0, 0, 5, 1
2015-10-10, 87, 43, 47, 99, 32, 4, 10, 0, 0, 10, 1
2015-10-11, 134, 49, 64, 88, 44, 11, 0, 0, 0, 4, 1
2015-10-12, 149, 93, 102, 140, 63, 63, 21, 0, 0, 7, 1
2015-10-13, 108, 34, 137, 98, 56, 4, 58, 0, 0, 31, 1
2015-10-14, 90, 35, 69, 15, 45, 29, 12, 0, 0, 31, 1
2015-10-15, 143, 34, 160, 30, 29, 49, 68, 0, 0, 34, 1
2015-10-16, 86, 10, 76, 37, 32, 48, 58, 0, 0, 12, 1
2015-10-17, 58, 27, 2, 38, 26, 15, 23, 0, 0, 14, 1
2015-10-18, 32, 40, 31, 42, 65, 0, 13, 0, 0, 20, 1
2015-10-19, 108, 3, 148, 67, 47, 39, 28, 0, 0, 70, 1
2015-10-20, 202, 31, 83, 13, 35, 78, 103, 0, 0, 6, 1
2015-10-21, 88, 91, 42, 33, 39, 53, 114, 0, 0, 18, 1
2015-10-22, 122, 36, 88, 174, 59, 34, 84, 0, 0, 38, 1
2015-10-23, 77, 102, 59, 52, 38, 42, 138, 0, 0, 14, 1
2015-10-24, 127, 10, 100, 88, 26, 30, 27, 0, 0, 10, 1
2015-10-25, 178, 66, 61, 102, 59, 123, 91, 0, 0, 2, 1
2015-10-26, 96, 56, 145, 83, 70, 90, 34, 0, 0, 14, 1
2015-10-27, 70, 62, 82, 62, 59, 48, 183, 0, 0, 7, 1
2015-10-28, 110, 74, 30, 96, 37, 9, 93, 0, 0, 39, 1
2015-10-29, 102, 39, 15, 15, 37, 75, 74, 0, 0, 7, 1
2015-10-30, 69, 32, 34, 4, 10, 5, 79, 0, 0, 1, 1
2015-10-31, 19, 60, 33, 31, 29, 8, 19, 0, 0, 8, 1
2015-11-01, 60, 83, 50, 26, 21, 2, 57, 0, 0, 0, 1
2015-11-02, 59, 111, 71, 42, 25, 86, 18, 0, 0, 0, 1
2015-11-03, 69, 50, 25, 47, 4, 10, 9, 0, 0, 7, 1
2015-11-04, 65, 109, 63, 118, 48, 39, 61, 0, 0, 1, 1
2015-11-05, 150, 47, 103, 183, 32, 68, 146, 0, 0, 0, 1
2015-11-06, 78, 54, 50, 62, 9, 33, 6, 0, 0, 8, 1
2015-11-07, 99, 46, 13, 34, 5, 6, 14, 0, 0, 0, 1
2015-11-08, 40, 38, 11, 30, 0, 35, 15, 0, 0, 0, 1
2015-11-09, 95, 32, 75, 108, 88, 27, 116, 0, 0, 14, 1
2015-11-10, 89, 66, 84, 71, 30, 41, 65, 0, 0, 3, 1
2015-11-11, 62, 38, 49, 16, 21, 5, 16, 0, 0, 1, 1
2015-11-12, 63, 22, 68, 47, 68, 9, 84, 0, 0, 2, 1
2015-11-13, 102, 42, 33, 39, 45, 9, 0, 0, 0, 3, 1
2015-11-14, 64, 12, 11, 30, 23, 6, 4, 0, 0, 19, 1
2015-11-15, 80, 93, 95, 54, 22, 14, 19, 0, 0, 0, 1
2015-11-16, 63, 50, 105, 36, 59, 0, 9, 0, 0, 3, 1
2015-11-17, 163, 43, 83, 80, 43, 28, 13, 0, 0, 1, 1
2015-11-18, 115, 0, 58, 21, 5, 70, 79, 0, 0, 2, 1
2015-11-19, 107, 17, 51, 18, 5, 22, 121, 0, 0, 0, 1
2015-11-20, 140, 128, 137, 45, 34, 37, 19, 0, 0, 1, 1
2015-11-21, 102, 47, 72, 31, 8, 8, 13, 0, 0, 0, 1
2015-11-22, 96, 40, 33, 45, 22, 17, 15, 0, 0, 12, 1
2015-11-23, 109, 90, 64, 55, 16, 56, 38, 0, 0, 6, 1
2015-11-24, 138, 167, 63, 74, 11, 42, 40, 0, 0, 13, 1
2015-11-25, 99, 70, 49, 26, 18, 33, 13, 0, 0, 15, 1
2015-11-26, 73, 31, 54, 29, 26, 9, 1, 0, 0, 3, 1
2015-11-27, 83, 62, 73, 58, 24, 35, 9, 0, 0, 2, 1
2015-11-28, 79, 23, 2, 101, 14, 0, 2, 0, 0, 0, 1
2015-11-29, 89, 71, 63, 68, 38, 32, 11, 0, 0, 24, 1
2015-11-30, 55, 36, 42, 76, 59, 87, 45, 0, 0, 8, 1
2015-12-01, 136, 27, 77, 79, 75, 36, 71, 0, 0, 11, 1
2015-12-02, 142, 47, 35, 36, 25, 34, 2, 0, 0, 4, 1
2015-12-03, 88, 64, 53, 41, 24, 11, 21, 0, 0, 0, 1
2015-12-04, 94, 71, 80, 93, 60, 88, 21, 0, 0, 10, 1
2015-12-05, 90, 98, 95, 32, 37, 15, 1, 0, 0, 8, 0
2015-12-06, 82, 61, 41, 48, 39, 0, 5, 0, 0, 4, 0
2015-12-07, 137, 99, 27, 14, 48, 8, 0, 0, 0, 2, 0
2015-12-08, 161, 103, 28, 47, 68, 36, 0, 0, 0, 2, 0
2015-12-09, 183, 111, 134, 12, 37, 11, 14, 0, 0, 13, 0
2015-12-10, 62, 63, 3, 31, 23, 15, 1, 0, 0, 3, 0
2015-12-11, 41, 147, 0, 6, 26, 6, 0, 0, 0, 4, 0
2015-12-12, 122, 64, 0, 5, 35, 0, 0, 0, 0, 3, 0
2015-12-13, 138, 22, 75, 22, 43, 21, 0, 0, 0, 5, 0
2015-12-14, 96, 32, 26, 41, 22, 46, 7, 0, 0, 17, 0
2015-12-15, 67, 174, 46, 97, 36, 39, 10, 0, 0, 1, 0
2015-12-16, 137, 147, 117, 31, 9, 6, 4, 0, 0, 2, 0
2015-12-17, 130, 74, 105, 67, 17, 21, 11, 0, 0, 0, 0
2015-12-18, 75, 104, 97, 40, 46, 83, 13, 0, 0, 29, 0
2015-12-19, 63, 41, 75, 16, 11, 24, 20, 0, 0, 33, 0
2015-12-20, 153, 101, 55, 13, 8, 80, 68, 0, 0, 0, 0
2015-12-21, 93, 88, 40, 14, 72, 9, 3, 0, 0, 0, 0
2015-12-22, 134, 68, 11, 31, 24, 48, 39, 0, 0, 0, 0
2015-12-23, 48, 44, 5, 46, 38, 22, 2, 0, 0, 0, 0
2015-12-24, 142, 116, 94, 56, 45, 20, 7, 0, 0, 0, 0
2015-12-25, 42, 40, 22, 41, 25, 0, 0, 0, 0, 10, 0
2015-12-26, 34, 56, 59, 40, 54, 14, 0, 0, 0, 7, 0
2015-12-27, 82, 99, 21, 31, 13, 65, 28, 0, 0, 5, 0
2015-12-28, 46, 106, 15, 30, 26, 12, 15, 0, 0, 2, 0
2015-12-29, 45, 38, 12, 67, 51, 36, 36, 0, 0, 12, 0
2015-12-30, 95, 61, 29, 72, 8, 94, 7, 0, 0, 4, 0
2015-12-31, 160, 68, 39, 67, 39, 26, 1, 0, 0, 32, 0
2016-01-01, 66, 113, 48, 9, 19, 12, 5, 0, 0, 15, 0
2016-01-02, 160, 76, 77, 8, 13, 66, 66, 0, 0, 16, 0
2016-01-03, 130, 151, 69, 63, 68, 98, 72, 0, 0, 25, 0
2016-01-04, 159, 103, 128, 101, 21, 90, 58, 0, 0, 36, 1
2016-01-05, 191, 134, 151, 123, 133, 152, 31, 0, 0, 47, 1
2016-01-06, 126, 46, 67, 74, 42, 92, 43, 0, 0, 32, 1
2016-01-07, 122, 69, 55, 123, 96, 31, 58, 0, 0, 52, 1
2016-01-08, 109, 65, 122, 61, 67, 86, 38, 0, 0, 60, 1
2016-01-09, 64, 19, 34, 58, 45, 1, 36, 0, 0, 2, 1
2016-01-10, 151, 63, 23, 8, 17, 21, 29, 0, 0, 5, 1
2016-01-11, 116, 142, 45, 37, 60, 134, 52, 0, 0, 32, 1
2016-01-12, 122, 117, 54, 48, 35, 53, 148, 0, 0, 98, 1
2016-01-13, 63, 52, 21, 66, 30, 31, 20, 0, 0, 31, 1
2016-01-14, 112, 83, 51, 131, 17, 15, 57, 0, 0, 80, 1
2016-01-15, 115, 89, 71, 51, 31, 50, 56, 0, 0, 33, 1
2016-01-16, 88, 75, 40, 29, 10, 0, 19, 0, 0, 5, 1
2016-01-17, 76, 36, 22, 20, 18, 1, 22, 0, 0, 5, 1
2016-01-18, 118, 65, 73, 46, 47, 88, 17, 0, 0, 11, 1
2016-01-19, 154, 78, 55, 76, 45, 106, 78, 0, 0, 10, 1
2016-01-20, 90, 52, 96, 59, 7, 52, 40, 0, 0, 4, 1
2016-01-21, 169, 57, 85, 27, 34, 65, 33, 0, 0, 37, 1
2016-01-22, 99, 21, 61, 85, 15, 63, 30, 0, 0, 11, 1
2016-01-23, 70, 16, 37, 19, 2, 17, 3, 0, 0, 1, 1
2016-01-24, 88, 46, 75, 61, 46, 18, 1, 0, 0, 14, 1
2016-01-25, 86, 109, 63, 48, 73, 131, 40, 0, 0, 16, 1
2016-01-26, 78, 132, 105, 5, 28, 70, 68, 0, 0, 0, 1
2016-01-27, 59, 91, 34, 116, 46, 100, 38, 0, 0, 12, 1
2016-01-28, 63, 50, 58, 24, 42, 41, 13, 0, 0, 5, 1
2016-01-29, 100, 145, 38, 18, 81, 58, 54, 0, 0, 9, 1
2016-01-30, 112, 123, 35, 6, 19, 54, 43, 0, 0, 1, 1
2016-01-31, 97, 137, 15, 66, 24, 88, 92, 0, 0, 11, 1
2016-02-01, 101, 179, 73, 83, 108, 69, 100, 0, 0, 15, 1
2016-02-02, 147, 94, 47, 42, 57, 39, 92, 0, 0, 21, 1
2016-02-03, 96, 57, 34, 62, 5, 70, 27, 0, 0, 9, 1
2016-02-04, 121, 126, 94, 11, 67, 99, 36, 0, 0, 13, 1
2016-02-05, 81, 133, 37, 16, 31, 27, 18, 0, 0, 23, 1
2016-02-06, 117, 80, 6, 62, 27, 49, 33, 0, 0, 0, 1
2016-02-07, 69, 60, 59, 20, 4, 6, 4, 0, 0, 7, 1
2016-02-08, 81, 92, 67, 93, 35, 67, 78, 0, 0, 19, 1
2016-02-09, 159, 171, 51, 10, 28, 50, 80, 0, 0, 21, 1
2016-02-10, 76, 33, 47, 89, 70, 64, 68, 0, 0, 16, 1
2016-02-11, 99, 72, 91, 30, 26, 125, 46, 0, 0, 4, 1
2016-02-12, 79, 92, 60, 61, 43, 48, 20, 0, 0, 14, 1
2016-02-13, 59, 84, 155, 71, 21, 2, 25, 0, 0, 7, 1
2016-02-14, 124, 49, 27, 32, 9, 77, 0, 0, 0, 20, 1
2016-02-15, 98, 87, 80, 25, 4, 94, 55, 0, 0, 18, 1
2016-02-16, 109, 94, 45, 90, 39, 29, 96, 0, 0, 11, 1
2016-02-17, 110, 59, 43, 40, 48, 28, 22, 0, 0, 2, 1
2016-02-18, 72, 66, 90, 44, 50, 61, 40, 0, 0, 14, 1
2016-02-19, 80, 103, 55, 54, 102, 71, 82, 0, 0, 1, 1
2016-02-20, 150, 125, 35, 28, 28, 54, 12, 0, 0, 3, 1
2016-02-21, 154, 21, 38, 95, 48, 120, 82, 0, 0, 20, 1
2016-02-22, 179, 133, 109, 72, 80, 102, 73, 0, 0, 10, 1
2016-02-23, 186, 63, 50, 14, 33, 147, 206, 0, 0, 35, 1
2016-02-24, 72, 54, 34, 95, 35, 4, 56, 0, 0, 23, 1
2016-02-25, 55, 90, 50, 13, 4, 0, 60, 0, 0, 22, 1
2016-02-26, 44, 205, 28, 19, 27, 55, 42, 0, 0, 23, 1
2016-02-27, 77, 78, 11, 5, 28, 2, 10, 0, 0, 7, 1
2016-02-28, 56, 146, 26, 15, 14, 38, 23, 0, 0, 12, 1
2016-02-29, 82, 51, 65, 80, 57, 138, 136, 0, 0, 27, 1
2016-03-01, 53, 109, 89, 26, 51, 113, 124, 0, 0, 35, 1
2016-03-02, 72, 160, 51, 27, 50, 157, 83, 0, 0, 19, 1
2016-03-03, 75, 128, 38, 18, 13, 165, 216, 0, 0, 22, 1
2016-03-04, 77, 40, 39, 35, 30, 28, 70, 0, 0, 3, 1
2016-03-05, 72, 22, 8, 47, 21, 27, 5, 0, 0, 5, 1
2016-03-06, 48, 40, 12, 3, 3, 64, 22, 0, 0, 3, 1
2016-03-07, 38, 86, 69, 24, 18, 55, 23, 0, 0, 30, 1
2016-03-08, 37, 99, 61, 28, 23, 139, 76, 0, 0, 23, 1
2016-03-09, 36, 94, 21, 28, 29, 27, 41, 0, 0, 33, 1
2016-03-10, 45, 82, 9, 30, 26, 32, 36, 0, 0, 7, 1
2016-03-11, 42, 65, 5, 43, 39, 9, 4, 0, 0, 22, 1
2016-03-12, 68, 54, 20, 26, 23, 2, 4, 0, 0, 12, 0
2016-03-13, 71, 130, 34, 33, 12, 28, 30, 0, 0, 5, 0
2016-03-14, 139, 88, 18, 67, 18, 94, 1, 0, 0, 20, 0
2016-03-15, 95, 105, 2, 60, 31, 60, 0, 0, 0, 27, 0
2016-03-16, 53, 42, 19, 51, 21, 7, 2, 0, 0, 17, 0
2016-03-17, 120, 80, 36, 87, 8, 14, 0, 0, 0, 9, 0
2016-03-18, 49, 86, 20, 77, 7, 0, 6, 0, 0, 16, 0
2016-03-19, 44, 49, 16, 0, 11, 0, 1, 0, 0, 13, 0
2016-03-20, 45, 22, 43, 16, 36, 0, 29, 0, 0, 9, 0
2016-03-21, 55, 71, 35, 46, 6, 60, 37, 0, 0, 16, 0
2016-03-22, 85, 17, 18, 102, 22, 45, 23, 0, 0, 7, 0
2016-03-23, 45, 69, 30, 66, 16, 18, 7, 0, 0, 36, 0
2016-03-24, 55, 41, 34, 22, 39, 45, 0, 0, 0, 14, 0
2016-03-25, 38, 65, 22, 27, 35, 0, 0, 0, 0, 20, 0
2016-03-26, 45, 40, 15, 73, 9, 3, 13, 0, 0, 29, 0
2016-03-27, 32, 58, 48, 26, 12, 10, 1, 0, 0, 16, 0
2016-03-28, 76, 63, 93, 81, 28, 0, 2, 0, 0, 19, 0
2016-03-29, 88, 84, 56, 54, 25, 37, 11, 0, 0, 27, 0
2016-03-30, 111, 46, 46, 80, 6, 36, 46, 0, 0, 9, 0
2016-03-31, 70, 49, 42, 23, 68, 17, 6, 0, 0, 47, 0
2016-04-01, 95, 28, 45, 194, 119, 15, 42, 0, 0, 136, 0
2016-04-02, 113, 27, 27, 159, 50, 38, 75, 0, 0, 64, 0
2016-04-03, 113, 43, 123, 152, 37, 6, 4, 0, 0, 4, 0
2016-04-04, 127, 113, 88, 150, 31, 83, 61, 0, 0, 27, 0
2016-04-05, 100, 62, 54, 78, 14, 90, 48, 0, 0, 35, 0
2016-04-06, 182, 39, 45, 262, 27, 12, 129, 0, 0, 153, 0
2016-04-07, 198, 17, 119, 60, 33, 28, 0, 0, 0, 125, 0
2016-04-08, 41, 61, 71, 99, 30, 41, 0, 0, 0, 114, 0
2016-04-09, 181, 19, 138, 32, 3, 2, 3, 0, 0, 39, 0
2016-04-10, 135, 77, 180, 67, 17, 34, 26, 0, 0, 101, 0
2016-04-11, 97, 56, 77, 35, 35, 70, 13, 0, 0, 45, 1
2016-04-12, 78, 10, 75, 21, 6, 43, 33, 0, 0, 23, 1
2016-04-13, 39, 43, 38, 15, 1, 89, 49, 0, 0, 18, 1
2016-04-14, 48, 22, 60, 34, 11, 11, 25, 0, 0, 11, 1
2016-04-15, 59, 19, 45, 41, 14, 17, 15, 0, 0, 54, 1
2016-04-16, 126, 26, 27, 32, 16, 117, 31, 0, 0, 7, 1
2016-04-17, 143, 9, 21, 15, 5, 103, 45, 0, 0, 49, 1
2016-04-18, 37, 38, 93, 81, 91, 46, 98, 0, 0, 91, 1
2016-04-19, 81, 22, 30, 65, 58, 93, 32, 0, 0, 43, 1
2016-04-20, 121, 91, 33, 51, 7, 25, 11, 0, 0, 45, 1
2016-04-21, 118, 70, 82, 145, 17, 64, 19, 0, 0, 12, 1
2016-04-22, 42, 73, 15, 55, 77, 15, 72, 0, 0, 31, 1
2016-04-23, 153, 35, 27, 84, 26, 13, 16, 0, 0, 6, 1
2016-04-24, 145, 14, 19, 103, 18, 34, 102, 0, 0, 136, 1
2016-04-25, 91, 35, 9, 127, 116, 41, 27, 0, 0, 41, 1
2016-04-26, 71, 18, 29, 86, 46, 8, 25, 0, 0, 21, 1
2016-04-27, 44, 46, 13, 82, 107, 47, 59, 0, 0, 32, 1
2016-04-28, 96, 30, 0, 172, 31, 45, 58, 0, 0, 101, 1
2016-04-29, 85, 42, 0, 56, 67, 17, 12, 0, 0, 62, 1
2016-04-30, 71, 75, 0, 48, 63, 91, 31, 0, 0, 42, 1
2016-05-01, 184, 39, 0, 30, 10, 236, 13, 0, 0, 84, 1
2016-05-02, 103, 104, 0, 77, 106, 70, 3, 0, 0, 54, 1
2016-05-03, 96, 24, 0, 29, 19, 121, 17, 0, 0, 51, 1
2016-05-04, 97, 72, 0, 64, 9, 83, 53, 0, 0, 65, 1
2016-05-05, 79, 28, 8, 198, 39, 112, 24, 0, 0, 111, 1
2016-05-06, 62, 49, 44, 56, 60, 158, 90, 0, 0, 35, 1
2016-05-07, 136, 58, 99, 88, 36, 6, 56, 0, 0, 40, 1
